id,seeker_post,response_post
6190,"That's some good advice. I think my main problem is I don't know if it's just a ""grass is greener"" type situation. I've enjoyed my time with the first girl_comma_ but there's not a big ""spark."" But who knows if there actually has to be one? Guess I'll have to think on it more.",Right_comma_ but deep down I'm sure you know that you don't need a relationship to feel content!
6192,I was grossed out when I saw someone vomit outside a bar.,Drunk people can get pretty disgusting in general.
6194,For sure. it was not a pretty sight.,Some people can't hold their liquor.
6196,I was driving down the highway when I saw a car in an accident. It seems they hit a cow! Oh my!,Animal accidents can be really bad!
6198,I felt so bad for the poor cow. It seems no one was hurt except the cow. :( The car was pretty damaged though.,At least no one else was injured_comma_ but it is sad about the cow.
6200,I just ordered a hawaiian BBQ pizza to be delivered.,omg i am so jealous of you_comma_ honestly im going to get food righht now
6202,Go get some pizza! My mouth is watering just waiting on it to get here cause I know it's gonna be so good!,ughhh_comma_ I am goiing to make a PPJ sandwich right now.
6204,I'm going out of town next week_comma_ I think I have everything ready.,Did you remember extra underwear and your toothbrush?
6206,Yes LOL thanks for the reminder!,Awesome_comma_ where are you going?
6208,My cousin has the perfect life_comma_ sometimes I am envious of her.,Wonderful I bet she is really content if everything is perfect. Love to hear that someone is doing well.
6210,I do too_comma_ I just wish I had her life at times.,I understand but try not to be jealous. Good things will come to you to in its own time
6212,I was scared to go to school,How are you going to learn! Why are you afraid to go?
6214,Just nervous about all the people,It ain't so bad. I'm sure you'll make a few new friends and everything will be just fine.
6216,I watched a news report about the mistreatment of animals. The behavior of these people is something I can't stand,I am with you. It is horrendous
6218,I hope that the punishment they receive will be a warning for others.,I agree with you
6220,A homeless woman asked me for money for food and I said no.,Oh_comma_ how come?
6222,I was in a hurry_comma_ I felt bad about it.,No one's perfect. Maybe you'll see her next time.
6224,I was in a group chat last night and forgot to turn off the cam_comma_ when I left the chatroom.,Oh_comma_ that's never any good. Did the group see you do anything embarrassing?
6226,Probably undress_comma_ snore and fart.,Well_comma_ that does sure sound like a show. I bet they shared a bunch of laughs over those wretched and foul farts.
6228,I was going to have dinner with friends today_comma_ but I was stuck at work.,that always stinks_comma_ what kind of restaurant were yall going too?
6230,It's a Chinese place. They make so good shrimp.,man i LOVE shrimp!
6232,Our little chihuahua had pancreatitis this past year and it was not a good outcome for her.,Aw_comma_ I am sorry to hear that. Is she still alive and well?
6234,No_comma_ unfortunately she passed away in February. It's still hard thinking about it.,Awwwwww poor little doggie. I am sure she is chasing around mailmen happily in doggy heaven.
6236,I know I will get an A on my test.,Yes you will with that attitude
6238,I study each night and take practice tests.,That is the key isnt it?
6240,I was going to be late for gym practice. But my friend helped me to find my missing shoe. Now I will be on time!,Hey_comma_ that's awesome! I'm happy for you. Where did they find it?
6242,I left it beside my TV.,That's great. I hope you have a good workout at the gym!
6244,I miss my aunt so much.,Did she pass away?
6246,She did_comma_ cancer took her 2 years ago.,I'm sorry to hear that. Cancer is horrible. I can't wait till they find a cure.
6248,I damn certain sure this time round i will pass my statistics retake exam,You sound very confident. That's good
6250,I can't imagine getting a fail for a second time.,I know what you mean. Just believe in yourself
6252,I dropped my laptop and broke it.,Yikes_comma_ how much will it cost to replace?
6254,I'm not sure. Hopefully not too much. I think I can just fix the screen.,That would be best_comma_ they can get expensive to fix
6256,You wanna know why I'm not worried about nuclear armageddon? Because I bought a school desk at one of the district auctions_comma_ and all I have to do is duck and cover and nuclear fire won't touch me.,lol! I remember those drills when I was a kid!
6258,Ahh_comma_ then you know exactly what I mean. I don't see a single thing wrong with my plan. I'm not sure why everyone is so worried about North Korea or Iran or Russia or something when it's just like...get a school desk. It's not hard_comma_ people.,And your largest hardback book will protect you from a tornado as long as you put it over your head and sit in the hall!!
6261,I had a terrible experience when I was out the other day with my daughter.. people can be so rude.,What happened? Sometimes people are just having bad days.
6263,"These 2 women were standing behind us just laughing_comma_ and everytime I would look behind me they would do the thing like "" oh shhh "" and cover their face and laugh.",Oh_comma_ I see. Were they making fun of you guys?
6265,Did you know that I am actually terrified of the ocean?,I am a little too. Why are you scared?
6267,I hate sharks and not knowing what is down there in the deep blue sea. the thought of being stranded in the ocean terrifies me,Yeah_comma_ I can relate to that. I hate feeling like I don't know what dangerous marine life could be around me.
6269,Its hard to be happy for my friend at works promotion. I thought I was getting it but didnt.,why is that
6271,We started at the same time and I have been getting really good feedback from my manager.,is he a nice person the manager ?
